language,model_name,unit_of_analysis,f1-micro_mean,f1-micro_std,precision-micro_mean,precision-micro_std,recall-micro_mean,recall-micro_std,roc-auc_mean,roc-auc_std,accuracy_mean,accuracy_std
ge,EleutherAI-gpt-neo-1.3B,title_and_first_sentence_each_paragraph,0.5626577913798655,0.0023339407746638,0.6791001075839903,0.0244939507935943,0.4808425837916936,0.0136368677083985,0.6883175502533555,0.0033664642073664,0.0452951490356516,0.03516570038597
ge,EleutherAI-gpt-neo-125M,raw_text,0.4778483869695717,0.0189112197859252,0.6136887267785289,0.0288159181937691,0.3920612561594399,0.0259684817173622,0.6395201069756449,0.0061472734811723,0.0399376582894993,0.026528868982183
ge,EleutherAI-gpt-neo-125M,title,0.4136530705362727,0.042071558563364,0.527929288542869,0.054611384945981,0.3418036038967526,0.0460645124800147,0.6008815481584806,0.0270437911080059,0.0,0.0
ge,EleutherAI-gpt-neo-125M,title_and_10_sentences,0.5043547110055423,0.0249756671154477,0.6158533054271608,0.0279694896429237,0.4272234638625575,0.0249703582182779,0.6530261963580437,0.0119716080904755,0.033995714007403,0.0168032509155801
ge,EleutherAI-gpt-neo-125M,title_and_5_sentences,0.5228455443442179,0.0157243200215844,0.6147523903760421,0.0307899910675029,0.4550186055760593,0.0080271037002256,0.6624828591992232,0.0111108891409054,0.0225988700564971,0.0258902581635923
ge,EleutherAI-gpt-neo-125M,title_and_first_paragraph,0.478186890594298,0.0123210286301181,0.5749649790934194,0.0699697327464542,0.412957920285739,0.0276955092586318,0.6344591083250658,0.011770903669184,0.033995714007403,0.0292727994073199
ge,EleutherAI-gpt-neo-125M,title_and_first_sentence_each_paragraph,0.5038224848890763,0.0364031795290027,0.5872815855489337,0.0314493178406534,0.4416210209233047,0.0407091530552786,0.6505681537332738,0.0247972692624097,0.0226962789791544,0.0097023394484908
ge,bert-base-multilingual-cased,raw_text,0.6242489130717579,0.0152349131129754,0.6812710008980486,0.0044474887436945,0.5766127766217678,0.0293495044685177,0.726757632717849,0.0059750171301061,0.0909799337619325,0.0200964782474231
ge,bert-base-multilingual-cased,title,0.5143929248047526,0.0047035273467085,0.5963027159481843,0.0118043204950057,0.4525940768523038,0.0138890797006461,0.656582241392235,0.0062435581746786,0.0397428404441846,0.0096213194816799
ge,bert-base-multilingual-cased,title_and_10_sentences,0.6176948600746908,0.0063399966169649,0.6691941407286386,0.0101463316506228,0.5738616631891222,0.0161331101000502,0.7226231819379195,0.0080470744476696,0.0908825248392752,0.0093922610636985
ge,bert-base-multilingual-cased,title_and_5_sentences,0.5951389289965517,0.0046261076970202,0.6675920913764245,0.0104728970205351,0.5369492659098846,0.0059529942074449,0.7075416418018508,0.0063602506786803,0.0792908630430547,0.0423449930729573
ge,bert-base-multilingual-cased,title_and_first_paragraph,0.5849331111755046,0.0040906251000731,0.6382034921214524,0.016959223385334,0.5404907952111692,0.0188195912929477,0.7000610836551239,0.0042992034449088,0.0454899668809662,0.0259906647336411
ge,bert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.6178531375124741,0.015964956183416,0.6725267254563669,0.0096352422683492,0.5716224290671333,0.0231828234100485,0.7225819232080412,0.0062770517192495,0.0568868108318722,0.0199172069653334
ge,distilbert-base-multilingual-cased,raw_text,0.6073253004381636,0.0209162649166016,0.6555897587686843,0.0136528155851582,0.5664879370597767,0.0352730903857364,0.7156227224895185,0.0108152266706501,0.0455873758036236,0.0264041075349538
ge,distilbert-base-multilingual-cased,title,0.5071549940735988,0.0238538486533019,0.5810004277129678,0.0206284831739689,0.4523716757577574,0.0471948965847831,0.6513512341722398,0.0139436413216261,0.0170465614650301,0.000168717203153
ge,distilbert-base-multilingual-cased,title_and_10_sentences,0.5915841171071297,0.0206997818468501,0.6606034723139466,0.0538287163107905,0.536996362612259,0.014752029893641,0.7055716178583301,0.0100614520562812,0.0624391194233391,0.035145457870169
ge,distilbert-base-multilingual-cased,title_and_5_sentences,0.5767425483903854,0.0239818742022082,0.6246818681395089,0.0660424821053213,0.5383350506979351,0.0127721227863308,0.6944008753360436,0.0155406570342323,0.0455873758036236,0.0394841513829445
ge,distilbert-base-multilingual-cased,title_and_first_paragraph,0.5567356425251162,0.0123072486501487,0.6178514420781741,0.0056329847680975,0.5067143722961022,0.0168338061484983,0.6821355968973108,0.0028694961436281,0.0284434054159361,0.0259561423777539
ge,distilbert-base-multilingual-cased,title_and_first_sentence_each_paragraph,0.5822944735682586,0.0171721049849721,0.6597184090617959,0.012986433079068,0.5219396895804017,0.0314392274157549,0.6993745613604321,0.0067989363669878,0.0511396843950905,0.0169567084469947
ge,facebook-mbart-large-50,raw_text,0.6756833317928272,0.0173745749235373,0.7432219681389117,0.0066144518449739,0.6198542095413161,0.0291089466699747,0.7611164179964768,0.0112805025141665,0.1137736216637444,0.0269250667127461
ge,facebook-mbart-large-50,title,0.5322994648506437,0.0361536129828554,0.6161060783252751,0.0357553285183416,0.4715233832748668,0.0596137344420238,0.6683661617553618,0.0254798075667656,0.0453925579583089,0.0094481633765689
ge,facebook-mbart-large-50,title_and_10_sentences,0.6450952655765314,0.0129301909306673,0.7291715811370119,0.0134469675000938,0.578457159602637,0.0140561921569887,0.7405375288998318,0.0061772096018835,0.0908825248392752,0.0093922610636985
ge,facebook-mbart-large-50,title_and_5_sentences,0.6070764006417141,0.0142840109347816,0.6601167854721254,0.0172891131250839,0.5621307785037329,0.0178438961402429,0.7151137893321927,0.0145614879719489,0.0679914280148061,0.0446230689334748
ge,facebook-mbart-large-50,title_and_first_paragraph,0.5958324397202923,0.0227875180954486,0.663522521481139,0.0357842778292531,0.5408392632363141,0.0147724699777244,0.708231519276378,0.0131187188224005,0.079680498733684,0.0396582338214516
ge,facebook-mbart-large-50,title_and_first_sentence_each_paragraph,0.6389833357218143,0.0260330023760012,0.7077409162717219,0.0361972803708991,0.5826796881912868,0.0234565149546624,0.7368331281172033,0.0165236337742142,0.0742255990648743,0.0607466284095016
ge,gpt2,raw_text,0.5422710485468073,0.0396506340043811,0.6003186444362915,0.044789128372368,0.4951930441500662,0.0420236965268257,0.6725793887897962,0.0295221553317439,0.0169491525423728,0.0169491525423728
ge,gpt2,title,0.4988472548653002,0.0583851588824715,0.5461276209706919,0.0559960298286308,0.4592290031959156,0.0594336189557942,0.6428639559111113,0.0442420750048627,0.0282485875706214,0.0258902581635923
ge,gpt2,title_and_10_sentences,0.5474112521425734,0.027359763975971,0.6078270443484,0.0621371556782156,0.4998370644387548,0.0233711596167015,0.6749630549318736,0.0249341382963226,0.0283459964932787,0.0194873847396016
ge,gpt2,title_and_5_sentences,0.5370929108520289,0.0503493148092134,0.6010897260897261,0.0313048476323215,0.4867089775829211,0.0646433210319051,0.6703883137979818,0.0359427250922767,0.0283459964932787,0.0096168805797219
